"Statistic","Month","Age Group","Sex","UNIT","VALUE"
"Seasonally Adjusted Monthly Unemployment","2019M10","15 - 24 years","Male","Thousand","17.5"
"Seasonally Adjusted Monthly Unemployment","2019M10","15 - 24 years","Female","Thousand","14.7"
"Seasonally Adjusted Monthly Unemployment","2019M10","15 - 74 years","Both sexes","Thousand","115"
"Seasonally Adjusted Monthly Unemployment","2019M10","15 - 74 years","Male","Thousand","64.3"
"Seasonally Adjusted Monthly Unemployment","2019M10","15 - 74 years","Female","Thousand","50.7"
"Seasonally Adjusted Monthly Unemployment","2019M10","25 - 74 years","Both sexes","Thousand","82.8"
"Seasonally Adjusted Monthly Unemployment","2019M10","25 - 74 years","Male","Thousand","46.8"
"Seasonally Adjusted Monthly Unemployment","2019M10","25 - 74 years","Female","Thousand","36"
"Seasonally Adjusted Monthly Unemployment","2019M11","15 - 24 years","Both sexes","Thousand","33.1"
"Seasonally Adjusted Monthly Unemployment","2019M11","15 - 24 years","Male","Thousand","18.5"
"Seasonally Adjusted Monthly Unemployment","2019M11","15 - 24 years","Female","Thousand","14.6"
"Seasonally Adjusted Monthly Unemployment","2019M11","15 - 74 years","Both sexes","Thousand","117"
"Seasonally Adjusted Monthly Unemployment","2019M11","15 - 74 years","Male","Thousand","65"
"Seasonally Adjusted Monthly Unemployment","2019M11","15 - 74 years","Female","Thousand","52.1"
"Seasonally Adjusted Monthly Unemployment","2019M11","25 - 74 years","Both sexes","Thousand","83.9"
"Seasonally Adjusted Monthly Unemployment","2019M11","25 - 74 years","Male","Thousand","46.5"
"Seasonally Adjusted Monthly Unemployment","2019M11","25 - 74 years","Female","Thousand","37.4"
"Seasonally Adjusted Monthly Unemployment","2019M12","15 - 24 years","Both sexes","Thousand","34.7"
"Seasonally Adjusted Monthly Unemployment","2019M12","15 - 24 years","Male","Thousand","20"
"Seasonally Adjusted Monthly Unemployment","2019M12","15 - 24 years","Female","Thousand","14.7"
"Seasonally Adjusted Monthly Unemployment","2019M12","15 - 74 years","Both sexes","Thousand","119.5"
"Seasonally Adjusted Monthly Unemployment","2019M12","15 - 74 years","Male","Thousand","66.2"
"Seasonally Adjusted Monthly Unemployment","2019M12","15 - 74 years","Female","Thousand","53.2"
"Seasonally Adjusted Monthly Unemployment","2019M12","25 - 74 years","Both sexes","Thousand","84.7"
"Seasonally Adjusted Monthly Unemployment","2019M12","25 - 74 years","Male","Thousand","46.2"
"Seasonally Adjusted Monthly Unemployment","2019M12","25 - 74 years","Female","Thousand","38.5"
"Seasonally Adjusted Monthly Unemployment","2020M01","15 - 24 years","Both sexes","Thousand","35.5"
"Seasonally Adjusted Monthly Unemployment","2020M01","15 - 24 years","Male","Thousand","21.1"
"Seasonally Adjusted Monthly Unemployment","2020M01","15 - 24 years","Female","Thousand","14.4"
"Seasonally Adjusted Monthly Unemployment","2020M01","15 - 74 years","Both sexes","Thousand","121.3"
"Seasonally Adjusted Monthly Unemployment","2020M01","15 - 74 years","Male","Thousand","66.7"
"Seasonally Adjusted Monthly Unemployment","2020M01","15 - 74 years","Female","Thousand","54.5"
"Seasonally Adjusted Monthly Unemployment","2020M01","25 - 74 years","Both sexes","Thousand","85.7"
"Seasonally Adjusted Monthly Unemployment","2020M01","25 - 74 years","Male","Thousand","45.6"
"Seasonally Adjusted Monthly Unemployment","2020M01","25 - 74 years","Female","Thousand","40.1"
"Seasonally Adjusted Monthly Unemployment","2020M02","15 - 24 years","Both sexes","Thousand","35"
"Seasonally Adjusted Monthly Unemployment","2020M02","15 - 24 years","Male","Thousand","20.6"
"Seasonally Adjusted Monthly Unemployment","2020M02","15 - 24 years","Female","Thousand","14.4"
"Seasonally Adjusted Monthly Unemployment","2020M02","15 - 74 years","Both sexes","Thousand","119.5"
"Seasonally Adjusted Monthly Unemployment","2020M02","15 - 74 years","Male","Thousand","65.6"
"Seasonally Adjusted Monthly Unemployment","2020M02","15 - 74 years","Female","Thousand","53.9"
"Seasonally Adjusted Monthly Unemployment","2020M02","25 - 74 years","Both sexes","Thousand","84.5"
"Seasonally Adjusted Monthly Unemployment","2020M02","25 - 74 years","Male","Thousand","44.9"
"Seasonally Adjusted Monthly Unemployment","2020M02","25 - 74 years","Female","Thousand","39.5"
"Seasonally Adjusted Monthly Unemployment","2020M03","15 - 24 years","Both sexes","Thousand","35.4"
"Seasonally Adjusted Monthly Unemployment","2020M03","15 - 24 years","Male","Thousand","19.5"
"Seasonally Adjusted Monthly Unemployment","2020M03","15 - 24 years","Female","Thousand","15.9"
"Seasonally Adjusted Monthly Unemployment","2020M03","15 - 74 years","Both sexes","Thousand","120.2"
"Seasonally Adjusted Monthly Unemployment","2020M03","15 - 74 years","Male","Thousand","65.7"
"Seasonally Adjusted Monthly Unemployment","2020M03","15 - 74 years","Female","Thousand","54.5"
"Seasonally Adjusted Monthly Unemployment","2020M03","25 - 74 years","Both sexes","Thousand","84.8"
"Seasonally Adjusted Monthly Unemployment","2020M03","25 - 74 years","Male","Thousand","46.3"
"Seasonally Adjusted Monthly Unemployment","2020M03","25 - 74 years","Female","Thousand","38.6"
"Seasonally Adjusted Monthly Unemployment","2020M04","15 - 24 years","Both sexes","Thousand","32.8"
"Seasonally Adjusted Monthly Unemployment","2020M04","15 - 24 years","Male","Thousand","15.5"
"Seasonally Adjusted Monthly Unemployment","2020M04","15 - 24 years","Female","Thousand","17.2"
"Seasonally Adjusted Monthly Unemployment","2020M04","15 - 74 years","Both sexes","Thousand","108.2"
"Seasonally Adjusted Monthly Unemployment","2020M04","15 - 74 years","Male","Thousand","61.6"
"Seasonally Adjusted Monthly Unemployment","2020M04","15 - 74 years","Female","Thousand","46.6"
"Seasonally Adjusted Monthly Unemployment","2020M04","25 - 74 years","Both sexes","Thousand","75.4"
"Seasonally Adjusted Monthly Unemployment","2020M04","25 - 74 years","Male","Thousand","46"
"Seasonally Adjusted Monthly Unemployment","2020M04","25 - 74 years","Female","Thousand","29.4"
"Seasonally Adjusted Monthly Unemployment","2020M05","15 - 24 years","Both sexes","Thousand","34.3"
"Seasonally Adjusted Monthly Unemployment","2020M05","15 - 24 years","Male","Thousand","15.3"
"Seasonally Adjusted Monthly Unemployment","2020M05","15 - 24 years","Female","Thousand","19"
"Seasonally Adjusted Monthly Unemployment","2020M05","15 - 74 years","Both sexes","Thousand","112.3"
"Seasonally Adjusted Monthly Unemployment","2020M05","15 - 74 years","Male","Thousand","63.3"
"Seasonally Adjusted Monthly Unemployment","2020M05","15 - 74 years","Female","Thousand","49"
"Seasonally Adjusted Monthly Unemployment","2020M05","25 - 74 years","Both sexes","Thousand","78"
"Seasonally Adjusted Monthly Unemployment","2020M05","25 - 74 years","Male","Thousand","48"
"Seasonally Adjusted Monthly Unemployment","2020M05","25 - 74 years","Female","Thousand","30"
"Seasonally Adjusted Monthly Unemployment","2020M06","15 - 24 years","Both sexes","Thousand","40.2"
"Seasonally Adjusted Monthly Unemployment","2020M06","15 - 24 years","Male","Thousand","19.1"
"Seasonally Adjusted Monthly Unemployment","2020M06","15 - 24 years","Female","Thousand","21"
"Seasonally Adjusted Monthly Unemployment","2020M06","15 - 74 years","Both sexes","Thousand","127.9"
"Seasonally Adjusted Monthly Unemployment","2020M06","15 - 74 years","Male","Thousand","70"
"Seasonally Adjusted Monthly Unemployment","2020M06","15 - 74 years","Female","Thousand","58"
"Seasonally Adjusted Monthly Unemployment","2020M06","25 - 74 years","Both sexes","Thousand","87.8"
"Seasonally Adjusted Monthly Unemployment","2020M06","25 - 74 years","Male","Thousand","50.8"
"Seasonally Adjusted Monthly Unemployment","2020M06","25 - 74 years","Female","Thousand","37"
"Seasonally Adjusted Monthly Unemployment","2020M07","15 - 24 years","Both sexes","Thousand","50.7"
"Seasonally Adjusted Monthly Unemployment","2020M07","15 - 24 years","Male","Thousand","27.8"
"Seasonally Adjusted Monthly Unemployment","2020M07","15 - 24 years","Female","Thousand","22.9"
"Seasonally Adjusted Monthly Unemployment","2020M07","15 - 74 years","Both sexes","Thousand","157.5"
"Seasonally Adjusted Monthly Unemployment","2020M07","15 - 74 years","Male","Thousand","82.3"
"Seasonally Adjusted Monthly Unemployment","2020M07","15 - 74 years","Female","Thousand","75.3"
"Seasonally Adjusted Monthly Unemployment","2020M07","25 - 74 years","Both sexes","Thousand","106.8"
"Seasonally Adjusted Monthly Unemployment","2020M07","25 - 74 years","Male","Thousand","54.5"
"Seasonally Adjusted Monthly Unemployment","2020M07","25 - 74 years","Female","Thousand","52.4"
"Seasonally Adjusted Monthly Unemployment","2020M08","15 - 24 years","Both sexes","Thousand","53.9"
"Seasonally Adjusted Monthly Unemployment","2020M08","15 - 24 years","Male","Thousand","29.7"
"Seasonally Adjusted Monthly Unemployment","2020M08","15 - 24 years","Female","Thousand","24.1"
"Seasonally Adjusted Monthly Unemployment","2020M08","15 - 74 years","Both sexes","Thousand","170.2"
"Seasonally Adjusted Monthly Unemployment","2020M08","15 - 74 years","Male","Thousand","86.9"
"Seasonally Adjusted Monthly Unemployment","2020M08","15 - 74 years","Female","Thousand","83.4"
"Seasonally Adjusted Monthly Unemployment","2020M08","25 - 74 years","Both sexes","Thousand","116.4"
"Seasonally Adjusted Monthly Unemployment","2020M08","25 - 74 years","Male","Thousand","57.1"
"Seasonally Adjusted Monthly Unemployment","2020M08","25 - 74 years","Female","Thousand","59.2"
"Seasonally Adjusted Monthly Unemployment","2020M09","15 - 24 years","Both sexes","Thousand","56.2"
"Seasonally Adjusted Monthly Unemployment","2020M09","15 - 24 years","Male","Thousand","30.4"
"Seasonally Adjusted Monthly Unemployment","2020M09","15 - 24 years","Female","Thousand","25.8"
"Seasonally Adjusted Monthly Unemployment","2020M09","15 - 74 years","Both sexes","Thousand","173.4"
"Seasonally Adjusted Monthly Unemployment","2020M09","15 - 74 years","Male","Thousand","89.2"
"Seasonally Adjusted Monthly Unemployment","2020M09","15 - 74 years","Female","Thousand","84.2"
"Seasonally Adjusted Monthly Unemployment","2020M09","25 - 74 years","Both sexes","Thousand","117.2"
"Seasonally Adjusted Monthly Unemployment","2020M09","25 - 74 years","Male","Thousand","58.8"
"Seasonally Adjusted Monthly Unemployment","2020M09","25 - 74 years","Female","Thousand","58.4"
"Seasonally Adjusted Monthly Unemployment","2020M10","15 - 24 years","Both sexes","Thousand","45.1"
"Seasonally Adjusted Monthly Unemployment","2020M10","15 - 24 years","Male","Thousand","22.8"
"Seasonally Adjusted Monthly Unemployment","2020M10","15 - 24 years","Female","Thousand","22.3"
"Seasonally Adjusted Monthly Unemployment","2020M10","15 - 74 years","Both sexes","Thousand","152.1"
"Seasonally Adjusted Monthly Unemployment","2020M10","15 - 74 years","Male","Thousand","82"
"Seasonally Adjusted Monthly Unemployment","2020M10","15 - 74 years","Female","Thousand","70.2"
"Seasonally Adjusted Monthly Unemployment","2020M10","25 - 74 years","Both sexes","Thousand","107.1"
"Seasonally Adjusted Monthly Unemployment","2020M10","25 - 74 years","Male","Thousand","59.2"
"Seasonally Adjusted Monthly Unemployment","2020M10","25 - 74 years","Female","Thousand","47.9"
"Seasonally Adjusted Monthly Unemployment","2020M11","15 - 24 years","Both sexes","Thousand","44.5"
"Seasonally Adjusted Monthly Unemployment","2020M11","15 - 24 years","Male","Thousand","21.6"
"Seasonally Adjusted Monthly Unemployment","2020M11","15 - 24 years","Female","Thousand","22.9"
"Seasonally Adjusted Monthly Unemployment","2020M11","15 - 74 years","Both sexes","Thousand","149.4"
"Seasonally Adjusted Monthly Unemployment","2020M11","15 - 74 years","Male","Thousand","82.5"
"Seasonally Adjusted Monthly Unemployment","2020M11","15 - 74 years","Female","Thousand","66.8"
"Seasonally Adjusted Monthly Unemployment","2020M11","25 - 74 years","Both sexes","Thousand","104.9"
"Seasonally Adjusted Monthly Unemployment","2020M11","25 - 74 years","Male","Thousand","61"
"Seasonally Adjusted Monthly Unemployment","2020M11","25 - 74 years","Female","Thousand","43.9"
"Seasonally Adjusted Monthly Unemployment","2020M12","15 - 24 years","Both sexes","Thousand","42.5"
"Seasonally Adjusted Monthly Unemployment","2020M12","15 - 24 years","Male","Thousand","19.3"
"Seasonally Adjusted Monthly Unemployment","2020M12","15 - 24 years","Female","Thousand","23.2"
"Seasonally Adjusted Monthly Unemployment","2020M12","15 - 74 years","Both sexes","Thousand","150.4"
"Seasonally Adjusted Monthly Unemployment","2020M12","15 - 74 years","Male","Thousand","82.9"
"Seasonally Adjusted Monthly Unemployment","2020M12","15 - 74 years","Female","Thousand","67.5"
"Seasonally Adjusted Monthly Unemployment","2020M12","25 - 74 years","Both sexes","Thousand","107.9"
"Seasonally Adjusted Monthly Unemployment","2020M12","25 - 74 years","Male","Thousand","63.5"
"Seasonally Adjusted Monthly Unemployment","2020M12","25 - 74 years","Female","Thousand","44.3"
"Seasonally Adjusted Monthly Unemployment","2021M01","15 - 24 years","Both sexes","Thousand","48.3"
"Seasonally Adjusted Monthly Unemployment","2021M01","15 - 24 years","Male","Thousand","20.3"
"Seasonally Adjusted Monthly Unemployment","2021M01","15 - 24 years","Female","Thousand","28"
"Seasonally Adjusted Monthly Unemployment","2021M01","15 - 74 years","Both sexes","Thousand","171"
"Seasonally Adjusted Monthly Unemployment","2021M01","15 - 74 years","Male","Thousand","91.5"
"Seasonally Adjusted Monthly Unemployment","2021M01","15 - 74 years","Female","Thousand","79.4"
"Seasonally Adjusted Monthly Unemployment","2021M01","25 - 74 years","Both sexes","Thousand","122.6"
"Seasonally Adjusted Monthly Unemployment","2021M01","25 - 74 years","Male","Thousand","71.2"
"Seasonally Adjusted Monthly Unemployment","2021M01","25 - 74 years","Female","Thousand","51.4"
"Seasonally Adjusted Monthly Unemployment","2021M02","15 - 24 years","Both sexes","Thousand","48.7"
"Seasonally Adjusted Monthly Unemployment","2021M02","15 - 24 years","Male","Thousand","20.7"
"Seasonally Adjusted Monthly Unemployment","2021M02","15 - 24 years","Female","Thousand","28"
"Seasonally Adjusted Monthly Unemployment","2021M02","15 - 74 years","Both sexes","Thousand","181.8"
"Seasonally Adjusted Monthly Unemployment","2021M02","15 - 74 years","Male","Thousand","96.6"
"Seasonally Adjusted Monthly Unemployment","2021M02","15 - 74 years","Female","Thousand","85.3"
"Seasonally Adjusted Monthly Unemployment","2021M02","25 - 74 years","Both sexes","Thousand","133.1"
"Seasonally Adjusted Monthly Unemployment","2021M02","25 - 74 years","Male","Thousand","75.8"
"Seasonally Adjusted Monthly Unemployment","2021M02","25 - 74 years","Female","Thousand","57.3"
"Seasonally Adjusted Monthly Unemployment","2021M03","15 - 24 years","Both sexes","Thousand","44.9"
"Seasonally Adjusted Monthly Unemployment","2021M03","15 - 24 years","Male","Thousand","20.2"
"Seasonally Adjusted Monthly Unemployment","2021M03","15 - 24 years","Female","Thousand","24.7"
"Seasonally Adjusted Monthly Unemployment","2021M03","15 - 74 years","Both sexes","Thousand","184.5"
"Seasonally Adjusted Monthly Unemployment","2021M03","15 - 74 years","Male","Thousand","98.7"
"Seasonally Adjusted Monthly Unemployment","2021M03","15 - 74 years","Female","Thousand","85.7"
"Seasonally Adjusted Monthly Unemployment","2021M03","25 - 74 years","Both sexes","Thousand","139.5"
"Seasonally Adjusted Monthly Unemployment","2021M03","25 - 74 years","Male","Thousand","78.5"
"Seasonally Adjusted Monthly Unemployment","2021M03","25 - 74 years","Female","Thousand","61.1"
"Seasonally Adjusted Monthly Unemployment","2021M04","15 - 24 years","Both sexes","Thousand","40"
"Seasonally Adjusted Monthly Unemployment","2021M04","15 - 24 years","Male","Thousand","18.5"
"Seasonally Adjusted Monthly Unemployment","2021M04","15 - 24 years","Female","Thousand","21.5"
"Seasonally Adjusted Monthly Unemployment","2021M04","15 - 74 years","Both sexes","Thousand","180.9"
"Seasonally Adjusted Monthly Unemployment","2021M04","15 - 74 years","Male","Thousand","98.1"
"Seasonally Adjusted Monthly Unemployment","2021M04","15 - 74 years","Female","Thousand","82.8"
"Seasonally Adjusted Monthly Unemployment","2021M04","25 - 74 years","Both sexes","Thousand","140.9"
"Seasonally Adjusted Monthly Unemployment","2021M04","25 - 74 years","Male","Thousand","79.6"
